weapon,x,y,dmg,dmg_type 
magic,29.77580689501963,98.3410279597844,35,cold
rifle,85.03076658663656,90.36815200476768,86,lightning
magic,28.306718782829986,40.148403098764696,116,poison
bomb,85.75449939939853,5.421981481316496,271,lightning
arrow,42.45147225020531,21.945102806343087,85,poison
rifle,78.26474944909378,74.35242505650076,322,poison
rifle,31.35397350700594,51.0031655120046,151,lightning
rifle,19.554702286003867,48.62572922164924,102,thunder
rifle,63.68227195854437,44.78850832302814,291,cold
arrow,19.09099758686694,21.269336539595162,305,lightning
magic,59.421756194170825,60.63606210189474,330,cold
rifle,73.36355483145091,31.157096007185082,203,cold
arrow,43.79190009925016,77.3015341441654,19,lightning
magic,21.57777110623743,93.02849617034656,107,acid
magic,54.13649244894281,96.72567586668065,158,poison
arrow,24.600330554687776,36.32774571460434,189,poison
rifle,31.11511345398409,4.492115316672196,274,acid
bomb,24.282729663344547,6.785220172816309,338,thunder
rifle,75.41295115526562,47.02873956903022,309,thunder
rifle,53.06017347197209,99.42806024946151,99,cold
arrow,91.17654487043585,73.84029494063104,341,lightning
arrow,51.80670107866674,21.345251800161247,220,fire
arrow,49.39172542736918,16.49758545400858,78,cold
rifle,60.86391028052367,71.6108367317169,140,cold
rifle,48.48324199827477,83.32279309361002,108,lightning
bomb,75.08500067458492,53.531761793143815,139,poison
arrow,68.38424280876691,24.443619290242925,229,cold
bomb,91.23094116218388,92.04373926568327,110,cold
magic,31.037313359730025,92.99430239449785,69,acid
bomb,70.61979557922913,91.0846892933119,72,thunder
bomb,78.66026428536075,61.213351069557255,179,acid
arrow,99.30187089801001,9.483381815387693,302,acid
rifle,83.5600050905807,71.91847660801304,79,fire
bomb,14.283157133759627,7.618708219933879,13,lightning
rifle,71.62511148493763,76.76395624859292,1,thunder
bomb,21.986908915928627,15.88619758112898,118,acid
magic,73.43380263695276,39.354843124756314,281,lightning
rifle,41.085679176156695,49.48758007371582,13,lightning
rifle,98.92028921355869,1.0231502211371701,130,poison
bomb,53.131971125231615,83.08363641164664,188,thunder
magic,75.94532142650081,49.51673566805024,19,fire
magic,46.010365951074284,9.470995655698044,68,acid
rifle,75.5454828014455,55.74211007789502,317,poison
bomb,20.59103969301086,57.74348314647282,336,acid
bomb,37.46632521050529,97.20695304780342,308,thunder
rifle,50.52672380478103,26.119112610433305,180,cold
magic,88.00904465892387,9.046104174477831,208,poison
bomb,13.206235268973943,52.628167618099816,324,lightning
rifle,92.89551419637488,83.0956277657669,178,lightning
bomb,31.947050494028208,26.915076574478036,329,fire
magic,56.08200791247061,35.41426694982223,196,poison
magic,82.72042133282228,13.098160218847344,188,acid
rifle,45.40228639272844,48.41402813077424,165,thunder
bomb,68.78308674220878,33.3190350595966,165,lightning
arrow,34.8936843581792,53.42036525088303,0,thunder
bomb,72.57135745470259,7.673904688648159,239,cold
arrow,35.02416605212177,28.990732830600553,78,fire
bomb,51.38979268850844,61.54828216788984,62,lightning
rifle,31.531526075261308,56.1749532999395,317,poison
bomb,44.09101926128739,12.122676684831147,79,fire
bomb,22.65653036494183,40.19729523766199,9,thunder
rifle,58.45029024809389,85.66827303198434,124,thunder
bomb,48.700924375287016,16.237876443002452,170,lightning
arrow,98.1545510695266,74.77564279181445,84,thunder
bomb,52.12626496162921,74.57639275920386,148,acid
bomb,91.09794969071424,55.91156209030787,177,poison
arrow,8.668815464699586,9.679615380466345,313,thunder
magic,99.75585695973487,22.657070792489474,96,fire
arrow,30.825705904087542,48.31323703440832,330,lightning
magic,96.83293617019368,19.170561096570673,250,acid
rifle,60.609249881950454,4.01239102210913,42,acid
magic,96.16437457330743,50.95318175685528,287,acid
arrow,26.40634931357686,73.76242862135634,100,poison
rifle,13.149954934585384,14.776600811225372,14,poison
arrow,0.7961118017719482,72.57304360120357,280,acid
rifle,37.01273783439164,68.41851429094238,11,thunder
arrow,92.35438388148597,3.393840216665478,134,thunder
magic,35.56927435191185,56.62608541527662,213,thunder
arrow,60.396727601814646,84.20910631240754,81,thunder
magic,85.17399919705862,67.2728340933395,283,lightning
rifle,26.67998936949376,47.129593073061216,344,cold
magic,18.75791054340904,36.49322610749497,104,fire
arrow,25.625968679534182,13.44758049103959,152,fire
magic,80.77014392395708,33.86134453996624,9,acid
magic,98.37835794458427,84.27674612045838,100,acid
arrow,14.622229564308364,15.316079982396168,336,lightning
bomb,80.36764708719987,30.62791764175894,165,poison
bomb,3.8813783808565483,85.9507676612821,89,fire
magic,74.37729222275561,53.74825185839701,151,cold
bomb,29.523348560547134,33.22544340145911,275,acid
magic,3.9298263142841905,1.8497712997710192,209,thunder
bomb,45.41504803571005,18.118353201069304,21,thunder
rifle,66.5728476109215,27.936709882982647,77,thunder
arrow,86.62333809504251,57.906380735245655,105,acid
rifle,50.87375359804135,30.7056218035753,251,fire
bomb,99.2200087943128,11.808855541004881,162,cold
arrow,9.534023126219937,43.75636760028693,227,poison
rifle,61.306136804715436,32.005618384049185,89,cold
magic,18.409271951853878,80.26203389883389,70,fire
bomb,42.16572397707438,34.478205937463116,302,acid
arrow,35.19359947559776,54.64698609381793,113,lightning
arrow,75.88009212982098,12.583090758880832,276,thunder
bomb,29.511099607345038,13.362089957264256,206,lightning
bomb,72.25646000726564,70.25025508678354,310,thunder
rifle,17.539256139046344,52.65638011179294,276,acid
magic,36.90521010480079,4.656917204722378,341,cold
bomb,54.82700519227192,17.24216791074239,148,acid
rifle,67.80601977576322,14.16875744152286,126,thunder
rifle,91.28378122451095,7.330447438591969,264,fire
rifle,12.452521511353876,57.35967726717834,160,acid
magic,86.4068477683031,59.701975206530854,154,thunder
magic,8.834113326807657,80.29968940011395,298,fire
rifle,35.15872833941807,28.229511172950705,96,poison
magic,20.0418592006936,68.75078333299791,315,poison
arrow,23.86324199562394,58.736190539200436,108,poison
bomb,35.7151334662245,5.764516143789233,128,thunder
bomb,32.236265115586235,93.43931677205725,221,fire
rifle,45.09639662216996,47.370511548403826,150,acid
arrow,61.865500309948715,85.0925968905952,277,lightning
magic,50.383681068328755,31.552460793885263,252,fire
magic,24.93379040614019,48.294268003734174,4,fire
bomb,91.1783765303218,60.965892276376486,91,acid
rifle,87.31595791829226,81.88005752896572,205,fire
bomb,47.556040627244144,8.269890825374105,189,poison
rifle,52.72874949930739,65.65944766225431,83,poison
arrow,10.898719961089377,27.562794709055126,107,poison
arrow,56.872379060038924,96.14250656279529,237,cold
bomb,15.05080870289227,43.23385290404814,25,thunder
arrow,82.69048634701622,27.480078836467182,160,fire
magic,17.496742835350265,5.053669133009797,255,acid
rifle,44.77071486816864,38.38059211139584,331,fire
magic,59.95527303476037,38.51247247584908,304,acid
magic,74.57141598055851,74.23425872659836,120,poison
arrow,60.971234249304494,6.121861377918469,211,fire
magic,33.35550668015457,22.083928764619664,188,cold
bomb,55.766879402395105,72.38985523279011,194,lightning
arrow,48.42382347728682,60.243220686428764,141,acid
rifle,3.3646585504749527,63.93330504602335,213,thunder
rifle,6.812555145838073,29.522457783758338,320,thunder
rifle,20.35322097338973,25.26598734948392,161,cold
rifle,20.41796681351631,71.77553615956853,315,poison
rifle,96.71972354853261,12.151828500561834,7,fire
magic,29.665466686965125,32.434314528379424,45,cold
rifle,57.32314996507506,13.9534200735007,329,fire
magic,11.498193778272247,82.50515488355255,336,poison
arrow,46.78492220759796,46.1417624448086,304,thunder
arrow,68.64079712449876,56.9521690649377,41,lightning
arrow,91.12548331722905,30.729742595905496,338,thunder
rifle,53.06028876264466,49.25010921461013,168,thunder
rifle,0.32104686390517223,12.358326125037344,117,thunder
bomb,37.456562072575615,13.279041473865473,14,thunder
magic,22.365588675998495,24.187039276971177,51,fire
rifle,89.76345573557789,31.522478367147034,191,cold
rifle,6.657697360217352,57.22003275367806,186,fire
magic,1.8600050131331036,52.56768323640954,43,fire
bomb,42.00296205601901,52.86950056635634,104,thunder
bomb,6.95290243926946,93.79879349577067,54,lightning
bomb,17.289335579920152,31.910581920845658,234,cold
bomb,37.86421243627171,91.96892851397017,173,fire
magic,35.61121120179788,39.642416100137844,67,fire
arrow,58.97905145642844,34.57024312598259,149,poison
bomb,0.15809557508742467,14.465218604493202,38,thunder
arrow,7.576599111482762,57.147229986747575,264,acid
arrow,46.61536711191198,97.98312213590151,139,acid
bomb,97.54665770212436,64.72389263189922,316,acid
rifle,77.82018278026612,27.34932959708066,4,cold
magic,85.04266238623737,62.40057880108487,26,fire
arrow,57.84641608908745,18.004651310285368,196,acid
rifle,22.190513033434055,3.881276604039463,17,poison
magic,27.16720418477877,72.766489850664,256,lightning
magic,24.235355596949915,29.317999569373555,318,lightning
rifle,60.74903018586688,34.59145856600373,330,fire
arrow,76.66062193229834,10.603482344537895,68,poison
bomb,3.6543947120579845,51.45491438807045,104,fire
rifle,93.63160888395402,92.24284427646575,249,poison
arrow,59.41747468463265,79.70523015779234,146,fire
magic,40.89988456060196,8.565331212205828,115,fire
arrow,3.172832166839923,33.51555105736789,242,thunder
rifle,39.9827126856645,47.762612614953625,159,fire
arrow,47.9105138287365,79.85436677633413,226,fire
arrow,89.61821822576971,14.238647740921984,261,thunder
arrow,18.790026329182975,62.95541410433301,218,fire
bomb,98.1583755403754,0.585948723754548,76,fire
rifle,64.97374632065707,21.849995471387306,137,fire
bomb,18.9326771913617,21.329502950555014,311,acid
bomb,1.8672673557149522,55.68005603012618,83,acid
magic,49.94185391391841,92.11488651228844,256,fire
bomb,65.11468774769862,47.36263975802346,20,thunder
rifle,17.637009830228813,68.41441771184267,82,lightning
magic,88.08849439900953,47.248275315489074,328,fire
arrow,2.583961026467263,22.894787181369626,2,poison
magic,20.15393490811982,78.76253632920547,109,cold
bomb,42.54208159025811,55.885462772444505,283,lightning
bomb,17.80364357630926,18.60535537132525,120,fire
arrow,43.816562490503365,40.30190122627006,154,acid
arrow,46.28548403206052,64.46939789733258,269,thunder
magic,56.47174801542272,36.36669306515431,152,cold
magic,61.828722426461304,60.742278359948756,67,thunder
rifle,25.48262421501698,54.72647540587401,120,fire
arrow,45.787327606578174,29.26186511423632,0,poison
arrow,72.66258028744012,41.68324941730865,202,thunder
rifle,7.979370501771332,83.11805691081486,217,cold
magic,63.599290775697156,10.89061235605595,263,poison
rifle,78.9997146061811,78.04099284596407,266,poison
arrow,11.056239800305889,39.267977348122194,340,lightning
magic,57.821681576668205,96.44085701168383,237,cold
arrow,98.32004906356553,26.865566143424413,242,lightning
rifle,48.0222487994513,45.908092702024916,249,poison
rifle,42.524955915515115,26.101701370704646,285,poison
arrow,96.92533142613348,58.19992472566311,346,thunder
magic,37.35208797288701,52.21136854981041,243,acid
rifle,55.107837509834155,17.93583011696874,112,cold
arrow,57.02806178821358,1.5554029867457575,60,cold
rifle,67.71497138350848,94.63466709220825,70,poison
magic,34.23783411163686,30.360879896141192,194,lightning
arrow,68.9709054994978,13.096946077426953,246,poison
arrow,71.71151098984451,16.125390481947832,326,acid
rifle,43.952818199003914,31.393545095434362,332,thunder
arrow,83.11221009913179,56.783018233716284,112,acid
arrow,73.180630950688,47.12549999771235,179,lightning
bomb,91.14645287152112,26.526429925742146,94,cold
rifle,2.9038307494311355,62.87632626672642,160,thunder
bomb,51.28931561330825,16.976037552430235,168,fire
rifle,18.34537185351669,14.964874399556539,169,poison
magic,34.13334145329515,89.95540617154214,199,cold
rifle,18.312453879205638,9.191747793602477,28,thunder
arrow,58.42048253479445,70.06071720674794,211,acid
bomb,37.56309082547965,83.80881827022628,70,thunder
arrow,66.16935559799315,13.248241889001655,139,acid
bomb,51.92169276797986,4.92878687312901,27,acid
magic,58.28385275820839,1.3368033560181902,84,cold
arrow,41.96990536660634,40.6509488732663,280,lightning
rifle,69.9217237196261,90.73946385402976,311,acid
rifle,28.79502556794845,29.89318512817278,159,acid
magic,36.432428893585346,92.50387355406396,185,cold
magic,91.91329427129182,83.45515116235408,140,acid
arrow,15.523817311460764,98.8670855398612,162,acid
bomb,86.87323504369301,86.59378779454427,284,lightning
magic,50.01141308831064,65.79874064573448,323,acid
rifle,18.106339611806522,46.90388200622565,246,cold
arrow,51.618492706084226,22.35180853118336,132,fire
rifle,51.6963230556259,54.378695068810224,243,acid
bomb,82.45689877660803,59.521265197891594,184,thunder
magic,82.1815159883261,1.3291238463825406,158,poison
arrow,45.56777556168715,42.396617009224755,232,fire
bomb,71.97370271755346,34.75102598952646,198,acid
magic,58.00134227466241,32.579981162193086,302,lightning
magic,62.0666395135156,86.46472030715256,262,cold
magic,96.23500866616443,19.32843367238386,207,lightning
rifle,62.574434344216826,94.51530290466927,51,cold
rifle,66.15472866817174,14.345530065804946,36,cold
magic,46.18229483545038,41.5228638950064,122,acid
bomb,23.75563023480385,16.06095387690215,223,thunder
rifle,3.5785257105348522,78.81125815120649,165,thunder
rifle,29.211610745256067,15.244736428499229,33,poison
bomb,4.911830955423591,25.620000037772495,135,cold
bomb,13.9389816869675,12.239052833155739,216,lightning
rifle,1.582645273623895,80.85575795406322,73,thunder
arrow,41.14871360482524,55.80749820021668,118,poison
rifle,23.10576567579494,3.788635632701942,208,thunder
rifle,57.517139035560646,68.2197868623179,101,cold
arrow,65.63098138414581,79.13860873716234,338,lightning
magic,74.45463303868524,88.91783902167593,290,acid
bomb,34.1115922390595,97.88542996548695,193,acid
bomb,87.87999789616696,49.686742845492326,284,thunder
magic,49.25432689799231,74.50680948351291,347,cold
bomb,97.07385791711283,70.83221432637076,349,poison
magic,91.16943361602094,77.05384435305206,314,fire
arrow,78.43588978351087,22.379205374765053,191,fire
arrow,54.86515163285433,75.53345460809865,249,acid
rifle,91.79234540619002,55.765665906462026,346,cold
magic,91.36550783127915,69.85960183670794,201,acid
magic,95.98783862812732,85.28556825215519,77,lightning
bomb,81.52743956763693,47.39543034296481,7,poison
magic,41.40291116977694,95.509272401579,152,lightning
rifle,6.937637991651924,99.64438937049475,139,fire
arrow,1.8781712255194316,42.54042276698159,174,cold
arrow,52.085588415200036,35.717143354998925,83,fire
rifle,74.67881872129747,56.492344508433845,200,acid
rifle,95.11531119653658,42.26640183018093,217,acid
arrow,61.594479003681165,8.56146193774807,182,thunder
bomb,91.66779685205833,95.14841188861536,332,lightning
arrow,71.58650650978828,87.51546398023777,208,poison
rifle,7.880179151875899,75.79510056926433,244,thunder
magic,22.74068452813647,89.85345434345714,100,lightning
magic,20.0659119736993,76.5438245120713,291,fire
rifle,6.842943901135035,84.57135518923387,276,acid
arrow,81.62344599034202,47.24213287151549,104,poison
bomb,27.2527482565421,90.1290316224293,96,fire
arrow,88.43743275461065,17.575955340368843,149,thunder
arrow,73.48931645409272,13.961956472755144,249,acid
magic,84.09781252251304,99.76677151632835,22,cold
arrow,16.427111765792624,82.39246134103276,73,cold
rifle,10.963012537393801,70.50981647779744,145,thunder
magic,10.473432347587297,12.851317068401947,132,fire
arrow,85.54113081913557,73.12475210490426,85,cold
magic,41.08919113130279,85.90050802409014,189,cold
bomb,43.058246628659425,81.32810865400225,316,thunder
rifle,19.74140764513829,38.29428355484508,34,fire
rifle,17.47571817522392,32.28813389438236,42,poison
arrow,65.35044353830972,81.57968434837107,311,cold
magic,31.459566324974663,15.115560758454949,172,acid
rifle,66.72609013117378,2.182700088260181,73,acid
rifle,60.13015117772168,98.64730002117777,254,cold
arrow,77.36070441782287,44.886557708549965,133,fire
arrow,65.72952940276518,58.79076764427775,0,fire
bomb,92.74004235983546,72.32926662627142,188,acid
bomb,66.36797082793719,97.11814862278517,190,cold
bomb,6.774483973179035,87.00947043474496,112,cold
rifle,24.619744056346004,77.18670277158382,326,lightning
bomb,95.90235060457678,10.137651070677922,162,lightning
arrow,9.440728488265238,51.75623564487483,321,cold
rifle,36.7889686568691,70.6249576596006,77,lightning
bomb,33.81630249971271,92.18488124600398,342,cold
bomb,30.86368761086279,26.244682178904988,293,lightning
bomb,85.97496379459668,21.68349218051273,11,cold
arrow,87.50928366323677,23.596605315397078,121,poison
arrow,60.71488653828215,82.48272998779113,53,cold
magic,44.435854077868875,65.5738848710568,124,cold
bomb,88.74945237530693,89.88257782645258,20,acid
magic,12.330980106593358,40.79711959311728,299,poison
magic,42.46484504968283,54.33554027925349,326,fire
arrow,74.16039174919888,53.09635543109499,19,acid
arrow,15.554607034451651,45.87153877751572,60,lightning
magic,61.15293870156189,40.73517331940386,344,cold
magic,82.57229537141836,23.57160839672886,268,cold
bomb,17.008159260576093,30.61274331828431,302,cold
arrow,80.51653341029336,81.12416100958842,211,acid
bomb,89.14360864045128,64.48371181584929,315,poison
rifle,97.486040117421,33.03911559088799,56,lightning
arrow,33.356331405243424,42.57228689639524,346,lightning
magic,70.88020631644194,94.96457307684545,204,acid
rifle,24.07388831240671,45.33428404618434,42,cold
rifle,85.59837572976816,84.62297415939723,329,thunder
arrow,53.46875954277975,71.39805428273812,30,poison
magic,68.16586210561097,27.30338343970573,61,lightning
arrow,0.03776500205205924,51.46973194138058,272,acid
magic,37.2441519085538,74.34447227785479,28,poison
arrow,13.631275227552852,94.57207471148521,44,cold
bomb,17.452973053845145,52.73355896826632,54,cold
arrow,52.549007240956335,79.30104900229715,54,acid
bomb,31.42595803332241,88.94838734023614,293,fire
arrow,57.81772451606708,54.59505527642238,66,cold
arrow,15.212701327561607,18.63651939309162,119,lightning
bomb,35.231986812225614,34.56122112207427,96,thunder
bomb,54.15478253718396,5.897120926930444,34,lightning
arrow,89.17827091120557,74.05979552891327,245,fire
bomb,29.763257137549903,40.40194826369693,284,thunder
arrow,50.253704554307156,42.23299990816597,236,thunder
arrow,34.76060945383943,71.44974996184456,173,fire
arrow,95.11130157700889,17.900930072689057,343,cold
arrow,24.589489972071732,16.489072024158734,191,thunder
rifle,35.86653539175303,10.135406905142585,349,lightning
rifle,85.08132784659496,37.42307663034145,229,fire
arrow,24.9385642546858,6.81595663511162,44,acid
magic,85.93165692345698,56.618793329166714,317,lightning
arrow,87.48420948118995,27.223485894644362,316,poison
arrow,82.653624434349,65.75936599502748,82,thunder
bomb,46.11536115432357,70.67662830339853,67,thunder
rifle,88.932398865736,87.72554131224736,82,lightning
rifle,79.25572890599864,37.19868668248769,234,poison
bomb,58.24950650377298,76.24691946982092,152,thunder
bomb,10.683152952388264,19.21279698924939,149,poison
magic,25.647067421865376,5.037680042289283,321,cold
bomb,9.623185713694193,58.32910921824258,126,acid
rifle,34.348536074220846,9.484865816421163,300,acid
arrow,38.41878768174192,31.03882774086053,93,lightning
arrow,64.87911236302317,98.64762636374637,153,poison
arrow,68.97336731005048,43.609368860595055,3,lightning
bomb,83.23536194600632,47.24785562335651,260,acid
rifle,2.4403732178002513,10.818817458106755,229,acid
arrow,11.086853168657473,24.245483922330525,153,poison
magic,44.924153672642085,79.42176275634998,133,lightning
bomb,81.73999042036203,12.991034305674509,337,lightning
magic,98.6059920902998,9.434856596142517,227,cold
rifle,67.10569838962574,49.39965093325337,297,fire
magic,44.38838534169184,80.98142206729179,112,acid
rifle,78.25597983706027,80.6276892413517,7,fire
arrow,33.14418028281977,71.49930487591972,157,cold
bomb,36.518774981417266,43.42533840681126,286,lightning
rifle,73.9063941149807,50.786330166765026,13,lightning
rifle,56.42399206005574,16.941181521006676,194,fire
magic,74.25113867685751,17.336539232361492,12,cold
arrow,96.43135380100742,11.170587523142462,347,poison
rifle,5.311184999271646,53.04958018924544,74,poison
magic,78.2971656844568,84.49260576684897,337,acid
bomb,64.36488781932704,15.261448485336015,150,cold
magic,85.18851620599604,87.98545122153921,139,fire
magic,3.405572132592849,43.97930910050282,323,thunder
arrow,68.47539548555963,59.62916189494515,78,poison
bomb,12.778193724993336,49.71914096283828,249,fire
arrow,21.572418952000106,26.931547771850152,213,fire
arrow,63.57674177105315,15.669038358676858,264,fire
arrow,86.95648428683502,69.80995664608079,235,thunder
rifle,84.29700748900069,8.904083394439155,34,poison
arrow,20.31080156918499,29.37062551913612,134,fire
rifle,60.81481039631665,81.07157728128455,117,acid
magic,29.94346276329518,3.9845374827179203,159,cold
magic,3.9737748830340314,96.3247667742054,295,thunder
arrow,66.57365741661197,38.77639147968258,290,lightning
arrow,20.098422619720736,47.135354067890766,99,lightning
bomb,66.07715818574161,23.453024392821796,257,fire
magic,87.89486640616788,64.07959354840858,98,cold
bomb,3.164651532478624,70.36461450998331,130,thunder
rifle,96.39721162567538,20.905226564311473,341,lightning
bomb,16.599386721210706,70.3778691664031,197,lightning
magic,74.71413195933432,69.2974244497152,22,lightning
bomb,72.38087976833125,34.01386475186789,348,acid
rifle,24.150240491693452,26.740230036514433,228,fire
rifle,17.736202373247124,55.06928678774099,162,cold
rifle,76.06406371875889,17.300113719533485,126,fire
bomb,19.310722650744616,41.09029728939533,108,acid
rifle,51.81858460354031,50.187380813046104,262,lightning
arrow,32.68668048086487,7.474661340746158,282,poison
bomb,45.31555905313136,90.28518691066868,325,cold
arrow,37.07507590935525,59.462535530095174,207,fire
magic,91.83802727660392,49.70013716432491,233,acid
magic,76.43667929824878,69.44001119141299,254,lightning
magic,34.647087704319404,71.97219588284807,63,acid
bomb,77.42777575570263,57.46850442891799,328,cold
arrow,24.93524747005752,24.51377011684227,170,poison
magic,92.94996124185,4.944252322414588,64,lightning
magic,50.63236596783667,64.20137996145426,3,lightning
bomb,22.003036846025882,43.11174659478066,156,cold
arrow,43.564821853536884,23.30912202890576,39,lightning
arrow,68.33943018251726,22.49971951290275,150,cold
magic,68.20475747244163,21.937392531733803,106,poison
bomb,5.549089291751363,34.78330464560217,337,cold
bomb,75.62855878761296,15.403886957067037,286,thunder
arrow,45.98326753588966,51.2009366944712,84,lightning
bomb,25.48088909259132,16.422485463308256,104,fire
arrow,21.169609423699363,37.69768494976675,278,acid
magic,57.9071688805931,11.688898342542108,331,acid
arrow,10.527999509805452,64.68845106900596,25,lightning
bomb,84.03480454764131,51.35768230978787,7,poison
arrow,41.262908737691895,41.583091980900896,257,acid
magic,14.779260571117192,29.8269452098462,251,fire
bomb,48.1572774967007,64.26780713926098,12,cold
rifle,53.78384561893327,29.228152063546887,270,acid
bomb,99.6360723281668,11.968154588198432,276,lightning
bomb,90.19247417632454,54.22305033769912,114,lightning
bomb,89.0617631624876,14.875126349612334,7,cold
magic,52.013109981166174,64.665231585245,215,fire
bomb,48.8402799240066,61.119180235493594,287,fire
magic,16.574699483164135,40.01043032634273,322,lightning
arrow,24.772402905528235,30.843063628769162,256,acid
magic,29.134719474115446,70.54592320454498,260,cold
bomb,80.0131460376115,87.0628443855746,73,fire
bomb,59.14870284574921,65.26333349072002,236,poison
arrow,99.15579965102228,78.33508452832851,271,fire
rifle,91.84917988168425,54.62063058790674,146,lightning
magic,79.85996217551772,42.90518344128136,99,cold
arrow,55.276616651323884,83.35314967009695,269,acid
bomb,91.1910364709657,16.133321273898773,51,poison
bomb,43.91559383053478,33.86543456182848,158,fire
rifle,25.26498002129368,94.4863596630411,237,acid
magic,52.882015349226066,86.055861008881,183,poison
bomb,34.94383128700965,93.41758779935839,328,acid
magic,46.27030855095685,13.389133076362903,123,lightning
magic,20.774424614086197,40.217042520717506,164,poison
bomb,0.4476172216921648,89.12208833867741,135,fire
arrow,40.81711476934584,56.42428695947118,168,thunder
magic,49.57892731354382,76.45111716574029,52,acid
arrow,18.395180608702656,77.10435050331431,290,fire
rifle,48.24889535213601,5.781486813765735,206,lightning
magic,34.34746255274644,66.55468183910166,181,poison
magic,51.12939252279989,30.491736448883934,284,cold
rifle,22.642713888735344,59.92406001807886,155,poison
magic,36.23396272375244,72.22738817088282,191,poison
rifle,26.232058301337315,69.27615022205714,180,lightning
bomb,86.89893484305681,4.991426711194302,280,cold
bomb,55.410810661850974,58.61988750192236,317,lightning
rifle,66.38713027138665,7.299975748952681,234,lightning
bomb,59.03821358946447,31.071986658958895,233,thunder
bomb,42.166359828195546,32.55265308469144,196,poison
magic,15.939932051316607,54.41426232099575,23,poison
rifle,10.847950698419961,76.4456792782351,196,lightning
magic,52.38272602211852,85.48163349491057,289,lightning
rifle,37.33612719935042,4.563658622452637,325,fire
magic,83.66833078513193,72.10819603636781,259,thunder
magic,28.317416543686758,31.245329569486746,15,lightning
rifle,88.54322677897974,86.25957284870292,258,acid
rifle,27.296921461733724,70.92439967904978,76,lightning
rifle,42.141804198996915,4.074106420853829,216,fire
magic,76.46317556507246,35.948021478087675,212,thunder
arrow,11.10874992871419,90.74116870402598,209,thunder
rifle,40.85456287337431,61.394877880802,136,cold
rifle,86.54649794616618,61.11857888585743,169,thunder
rifle,90.69487885569893,18.86330492157636,164,cold
magic,24.314800625064535,30.359973907979676,250,acid
rifle,45.54187417819382,9.708955946899422,240,fire
bomb,8.975106630267614,4.669000375622567,285,cold
bomb,49.6087008425668,29.502822448114372,161,lightning
rifle,68.98092608827965,53.649569099753805,295,acid
magic,48.67118774996172,92.652428878405,110,poison
arrow,19.053514222385083,71.79070470804199,239,acid
rifle,66.30390005218784,23.354839629187808,142,acid
magic,82.35236493547842,7.239839133265202,274,cold
rifle,7.597404293358679,96.72135951044142,204,acid
magic,95.76439083021812,78.17902513161211,323,lightning
magic,12.41373907394847,71.89634058852135,178,thunder
bomb,76.66114180113642,96.98831983487229,24,poison
bomb,69.13871867657616,82.18723120551866,336,lightning
magic,6.067106387004584,92.03200536045752,4,acid
magic,11.03874633178078,6.544481999684049,257,poison
rifle,93.98779697566721,61.00148184011967,89,thunder
magic,33.08698307184253,12.104097940194613,221,fire
arrow,31.918298749698472,19.64905814077089,348,cold
arrow,95.22424083521595,5.877027841043381,261,lightning
bomb,88.57915706555983,42.83710419283376,138,acid
rifle,12.316756169249654,98.95140187940095,110,thunder
magic,33.053653820876065,50.5952224804593,332,acid
rifle,84.2184555877795,48.413640228690234,54,lightning
magic,46.30754915608922,55.41390653627182,140,cold
magic,42.95722059064842,37.00301287114011,320,thunder
magic,70.44366459611547,26.58171168649889,205,fire
rifle,10.570560135985874,50.71508211170029,179,acid
bomb,46.19453299723414,40.77495560756326,7,fire
arrow,71.76247144672213,86.1699709173364,348,fire
rifle,20.708349206206066,88.87661881036817,145,acid
magic,34.66587507169061,31.229999060016446,295,fire
rifle,48.01127220537567,33.79857898463957,150,acid
arrow,49.704698164119556,24.66605165894553,309,cold
rifle,13.051131604207766,87.07283753805056,20,poison
arrow,30.642241457162346,36.0905066380111,29,poison
magic,14.749874411780862,32.78906821396017,4,cold
magic,14.942221490413809,14.115233754661737,6,lightning
magic,1.089186507509221,80.95252177401815,175,poison
magic,36.61818464042612,90.53250477675473,53,acid
arrow,68.60387723650756,25.964328174306182,288,acid
rifle,62.032383311517705,83.36031459563443,212,cold
bomb,45.23667589530491,77.61479198693468,90,thunder
magic,76.854965682302,36.434401551257245,329,poison
bomb,87.69774998739646,20.12237235031512,25,acid
arrow,78.82197001616831,29.668548704878372,135,fire
arrow,77.57703631131749,84.78793043916548,212,fire
magic,19.233556738751123,78.72252096748123,304,poison
bomb,2.719500241081041,20.873740953559505,322,poison
rifle,1.7153538991145245,44.91278491907207,193,thunder
rifle,44.46860201085472,21.849520612047822,48,acid
bomb,28.593511963459463,66.38226253288582,238,thunder
arrow,23.318082011015985,18.015020299812722,216,cold
bomb,76.80610177513752,43.56345729548653,59,acid
bomb,57.98403106612097,99.25313245039612,15,fire
bomb,77.10216604376772,60.71885520852632,9,thunder
rifle,97.37322343529718,14.469137578575907,341,thunder
rifle,87.08860070279792,6.407548226431736,269,poison
magic,38.68161065325217,62.04235206300519,183,cold
rifle,96.97284009882128,29.13163255435719,241,fire
rifle,49.017607186584755,48.96487312415465,56,thunder
magic,51.88549691987481,61.8669053629805,87,thunder
magic,11.486328716429295,95.09217508290698,179,lightning
bomb,1.9693595582694012,3.1470845046678297,344,cold
bomb,11.5303206571285,63.63021606790008,72,acid
magic,1.1465286552971077,16.67003185714583,89,thunder
arrow,42.80011820684986,73.35372586465235,19,poison
arrow,80.9053587704991,73.71674892367011,162,acid
